ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
1993,Mitchell,North Carolina,15155,337988980.0,2330.0,15.0,22302.0
1994,Mitchell,Texas,8774,173207717.0,697.0,8.0,19741.0
1995,Mobile,Alabama,414328,10087648706.0,80699.0,19.0,24347.0
1996,Moca Municipio,Puerto Rico,37676,296904900.0,21737.0,58.0,7880.0
1997,Modoc,California,9017,198841130.0,1637.0,18.0,22052.0
1998,Moffat,Colorado,13056,356840784.0,1329.0,10.0,27332.0
1999,Mohave,Arizona,204691,4815844804.0,38172.0,19.0,23527.0
2000,Moniteau,Missouri,15904,338833815.0,1974.0,12.0,21305.0
2001,Monmouth,New Jersey,627551,29329467563.0,47575.0,8.0,46736.0
2002,Mono,California,14058,434232925.0,1389.0,10.0,30889.0
2003,Monona,Iowa,8865,237840853.0,1320.0,15.0,26829.0
2004,Monongalia,West Virginia,103715,3037246969.0,23494.0,23.0,29285.0
2005,Monroe,Alabama,21745,375403368.0,7344.0,34.0,17264.0
2006,Monroe,Arkansas,7420,152003705.0,2124.0,29.0,20486.0
2007,Monroe,Florida,76745,3006576595.0,9786.0,13.0,39176.0
2008,Monroe,Georgia,26795,813478784.0,3646.0,14.0,30359.0
2009,Monroe,Illinois,33739,1249796216.0,1793.0,5.0,37043.0
2010,Monroe,Indiana,144436,3861952704.0,41529.0,29.0,26738.0
2011,Monroe,Iowa,7912,205152295.0,864.0,11.0,25929.0
2012,Monroe,Kentucky,10645,234029737.0,2507.0,24.0,21985.0
2013,Monroe,Michigan,149619,4375633586.0,16845.0,11.0,29245.0
2014,Monroe,Mississippi,35967,778450642.0,6948.0,19.0,21643.0
2015,Monroe,Missouri,8676,193085757.0,1128.0,13.0,22255.0
2016,Monroe,New York,748680,23426845804.0,112739.0,15.0,31291.0
2017,Monroe,Ohio,14239,329684056.0,2808.0,20.0,23154.0
2018,Monroe,Pennsylvania,167306,4590754567.0,18744.0,11.0,27439.0
2019,Monroe,Tennessee,45698,930104221.0,9340.0,20.0,20353.0
2020,Monroe,West Virginia,13517,308592354.0,2333.0,17.0,22830.0
2021,Monroe,Wisconsin,45303,1210697165.0,5719.0,13.0,26724.0
2022,Montague,Texas,19406,509946309.0,3010.0,16.0,26278.0
2023,Montcalm,Michigan,62956,1354128772.0,11069.0,18.0,21509.0
2024,Monterey,California,433168,11768177833.0,61748.0,14.0,27168.0
2025,Montezuma,Colorado,25770,629810817.0,4329.0,17.0,24440.0
2026,Montgomery,Alabama,227120,6066921347.0,47245.0,21.0,26712.0
2027,Montgomery,Arkansas,9059,194589478.0,1629.0,18.0,21480.0
2028,Montgomery,Georgia,8962,180262474.0,1755.0,20.0,20114.0
2029,Montgomery,Illinois,29173,676005947.0,4680.0,16.0,23172.0
2030,Montgomery,Indiana,38288,977072512.0,3965.0,10.0,25519.0
2031,Montgomery,Iowa,10239,256030360.0,1694.0,17.0,25005.0
2032,Montgomery,Kansas,33463,763741387.0,5894.0,18.0,22823.0
2033,Montgomery,Kentucky,27550,588760297.0,6351.0,23.0,21371.0
2034,Montgomery,Maryland,1039198,53167523070.0,72670.0,7.0,51162.0
2035,Montgomery,Mississippi,10309,233662083.0,2639.0,26.0,22666.0
2036,Montgomery,Missouri,11618,252774412.0,1860.0,16.0,21757.0
2037,Montgomery,New York,49500,1252674989.0,9747.0,20.0,25307.0
2038,Montgomery,North Carolina,27445,573593589.0,5829.0,21.0,20900.0
2039,Montgomery,Ohio,531987,14683683279.0,98044.0,18.0,27602.0
2040,Montgomery,Pennsylvania,818677,36879715584.0,52020.0,6.0,45048.0
2041,Montgomery,Tennessee,192120,4769735155.0,27464.0,14.0,24827.0
2042,Montgomery,Texas,535187,20343409018.0,55483.0,10.0,38012.0
2043,Montgomery,Virginia,97692,2762464862.0,21209.0,22.0,28277.0
2044,Montmorency,Michigan,9290,215109496.0,1403.0,15.0,23155.0
2045,Montour,Pennsylvania,18302,582323572.0,1918.0,10.0,31817.0
2046,Montrose,Colorado,40908,994403829.0,7295.0,18.0,24308.0
2047,Moody,South Dakota,6496,180424676.0,1034.0,16.0,27775.0
2048,Moore,North Carolina,94191,2972087565.0,12488.0,13.0,31554.0
2049,Moore,Tennessee,6302,198382942.0,485.0,8.0,31479.0
2050,Moore,Texas,22016,470531491.0,3730.0,17.0,21372.0
2051,Mora,New Mexico,4605,73767495.0,935.0,20.0,16019.0
2052,Morehouse Parish,Louisiana,26290,493607765.0,7259.0,28.0,18775.0
2053,Morgan,Alabama,119157,2980446640.0,20088.0,17.0,25013.0
2054,Morgan,Colorado,28123,677124078.0,2625.0,9.0,24077.0
2055,Morgan,Georgia,18013,519323933.0,2409.0,13.0,28831.0
2056,Morgan,Illinois,34442,904190885.0,5422.0,16.0,26253.0
2057,Morgan,Indiana,69533,1905302526.0,8213.0,12.0,27401.0
2058,Morgan,Kentucky,13281,226963991.0,3373.0,25.0,17089.0
2059,Morgan,Missouri,20097,403043065.0,5126.0,26.0,20055.0
2060,Morgan,Ohio,14773,326809683.0,3181.0,22.0,22122.0
2061,Morgan,Tennessee,21639,403547602.0,4888.0,23.0,18649.0
2062,Morgan,Utah,11014,335450386.0,267.0,2.0,30457.0
2063,Morgan,West Virginia,17510,420694809.0,1938.0,11.0,24026.0
2064,Morovis Municipio,Puerto Rico,31785,280217168.0,15656.0,49.0,8816.0
2065,Morrill,Nebraska,4903,123163360.0,461.0,9.0,25120.0
2066,Morris,Kansas,5605,148916966.0,547.0,10.0,26569.0
2067,Morris,New Jersey,498847,26683874934.0,23290.0,5.0,53491.0
2068,Morris,Texas,12530,285724734.0,1983.0,16.0,22803.0
2069,Morrison,Minnesota,32880,921973165.0,3785.0,12.0,28041.0
2070,Morrow,Ohio,34935,868635775.0,3374.0,10.0,24864.0
2071,Morrow,Oregon,11153,242498900.0,1639.0,15.0,21743.0
2072,Morton,Kansas,2931,67524378.0,234.0,8.0,23038.0
2073,Morton,North Dakota,30059,1122263847.0,2367.0,8.0,37335.0
2074,Motley,Texas,1114,28861512.0,136.0,12.0,25908.0
2075,Moultrie,Illinois,14711,384923639.0,1778.0,12.0,26166.0
2076,Mountrail,North Dakota,9986,400566202.0,1113.0,11.0,40113.0
2077,Mower,Minnesota,39386,1126948482.0,5144.0,13.0,28613.0
2078,Muhlenberg,Kentucky,31153,634785931.0,6415.0,21.0,20376.0
2079,Multnomah,Oregon,788459,27476349810.0,129897.0,16.0,34848.0
2080,Murray,Georgia,39444,752758552.0,7109.0,18.0,19084.0
2081,Murray,Minnesota,8394,256455578.0,690.0,8.0,30552.0
2082,Murray,Oklahoma,13797,342217429.0,1950.0,14.0,24804.0
2083,Muscatine,Iowa,42923,1203064890.0,4537.0,11.0,28028.0
2084,Muscogee,Georgia,198647,4887546106.0,42614.0,21.0,24604.0
2085,Muskegon,Michigan,172707,3942696948.0,32983.0,19.0,22829.0
2086,Muskingum,Ohio,85933,1965915240.0,14248.0,17.0,22877.0
2087,Muskogee,Oklahoma,69471,1514454864.0,15002.0,22.0,21800.0
2088,Musselshell,Montana,4766,113946978.0,828.0,17.0,23908.0
2089,Nacogdoches,Texas,65411,1477540864.0,17164.0,26.0,22589.0
2090,Naguabo Municipio,Puerto Rico,26584,266264588.0,13113.0,49.0,10016.0
2091,Nance,Nebraska,3569,95834788.0,418.0,12.0,26852.0
2092,Nantucket,Massachusetts,10912,522948865.0,1223.0,11.0,47924.0
2093,Napa,California,141005,5729244781.0,11798.0,8.0,40632.0
2094,Naranjito Municipio,Puerto Rico,29112,261881058.0,13817.0,47.0,8996.0
2095,Nash,North Carolina,94125,2374993587.0,14997.0,16.0,25232.0
2096,Nassau,Florida,78435,2614759407.0,8948.0,11.0,33337.0
2097,Nassau,New York,1363069,63845349858.0,79919.0,6.0,46839.0
2098,Natchitoches Parish,Louisiana,39051,711464352.0,12568.0,32.0,18219.0
2099,Natrona,Wyoming,81023,2584607007.0,8005.0,10.0,31900.0
2100,Navajo,Arizona,107902,1908228399.0,31411.0,29.0,17685.0
2101,Navarro,Texas,48239,1068602760.0,9105.0,19.0,22152.0
2102,Nelson,Kentucky,45131,1270700684.0,5167.0,11.0,28156.0
2103,Nelson,North Dakota,2971,99822629.0,250.0,8.0,33599.0
2104,Nelson,Virginia,14863,499343401.0,2218.0,15.0,33596.0
2105,Nemaha,Kansas,10095,276987410.0,1088.0,11.0,27438.0
2106,Nemaha,Nebraska,7041,201177232.0,814.0,12.0,28572.0
2107,Neosho,Kansas,16209,382361471.0,3473.0,21.0,23589.0
2108,Neshoba,Mississippi,29437,566465093.0,6544.0,22.0,19243.0
2109,Ness,Kansas,3001,92313235.0,264.0,9.0,30761.0
2110,Nevada,Arkansas,8528,158993194.0,1968.0,23.0,18644.0
2111,Nevada,California,98838,3516724239.0,12032.0,12.0,35581.0
2112,New Castle,Delaware,555036,19171322152.0,68369.0,12.0,34541.0
2113,New Hanover,North Carolina,219866,6971562867.0,40750.0,19.0,31708.0
2114,New Haven,Connecticut,862127,30247345940.0,104832.0,12.0,35085.0
2115,New Kent,Virginia,20523,754597218.0,1055.0,5.0,36768.0
2116,New London,Connecticut,270772,9986452741.0,27440.0,10.0,36881.0
2117,New Madrid,Missouri,18030,365314636.0,4338.0,24.0,20261.0
2118,New York,New York,1653877,114991133825.0,285356.0,17.0,69528.0
2119,Newaygo,Michigan,47899,1089000206.0,8541.0,18.0,22735.0
2120,Newberry,South Carolina,37914,841300877.0,7581.0,20.0,22190.0
2121,Newport,Rhode Island,83204,3627921683.0,7679.0,9.0,43603.0
2122,Newport News city,Virginia,180775,4705286510.0,30037.0,17.0,26028.0
2123,Newton,Arkansas,7898,142580366.0,1406.0,18.0,18053.0
2124,Newton,Georgia,105042,2480176844.0,17608.0,17.0,23611.0
2125,Newton,Indiana,14056,341778340.0,1976.0,14.0,24315.0
2126,Newton,Mississippi,21437,453973744.0,4966.0,23.0,21177.0
2127,Newton,Missouri,58237,1504650818.0,7526.0,13.0,25837.0
2128,Newton,Texas,14187,295086450.0,2229.0,16.0,20800.0
2129,Nez Perce,Idaho,40014,1072327620.0,5784.0,14.0,26799.0
2130,Niagara,New York,212675,6038986904.0,28459.0,13.0,28395.0
2131,Nicholas,Kentucky,7061,151948265.0,1960.0,28.0,21519.0
2132,Nicholas,West Virginia,25496,563474782.0,4740.0,19.0,22101.0
2133,Nicollet,Minnesota,33477,994998341.0,4156.0,12.0,29722.0
2134,Niobrara,Wyoming,2479,57934230.0,369.0,15.0,23370.0
2135,Noble,Indiana,47421,1197867034.0,4381.0,9.0,25260.0
2136,Noble,Ohio,14498,335183552.0,1819.0,13.0,23119.0
2137,Noble,Oklahoma,11421,320406531.0,1327.0,12.0,28054.0
2138,Nobles,Minnesota,21854,544931783.0,3452.0,16.0,24935.0
2139,Nodaway,Missouri,22744,478883030.0,5188.0,23.0,21055.0
2140,Nolan,Texas,14990,355046072.0,2527.0,17.0,23686.0
2141,Nome Census Area,Alaska,9869,206777163.0,2436.0,25.0,20952.0
2142,Norfolk,Massachusetts,694389,34591792415.0,45219.0,7.0,49816.0
2143,Norfolk city,Virginia,245752,6554127864.0,51024.0,21.0,26670.0
2144,Norman,Minnesota,6589,178556357.0,790.0,12.0,27099.0
2145,North Slope Borough,Alaska,9757,475920280.0,996.0,10.0,48777.0
2146,Northampton,North Carolina,20426,390658850.0,5221.0,26.0,19126.0
2147,Northampton,Pennsylvania,300941,9812971731.0,29250.0,10.0,32608.0
2148,Northampton,Virginia,11998,297968068.0,2427.0,20.0,24835.0
2149,Northumberland,Pennsylvania,93038,2258812619.0,13401.0,14.0,24278.0
2150,Northumberland,Virginia,12254,408843197.0,1654.0,13.0,33364.0
2151,Northwest Arctic Borough,Alaska,7715,168791693.0,1947.0,25.0,21878.0
2152,Norton,Kansas,5527,126761745.0,641.0,12.0,22935.0
2153,Norton city,Virginia,4043,78017771.0,1039.0,26.0,19297.0
2154,Nottoway,Virginia,15537,302033556.0,3356.0,22.0,19440.0
2155,Nowata,Oklahoma,10448,224537717.0,1891.0,18.0,21491.0
2156,Noxubee,Mississippi,10942,181539478.0,3842.0,35.0,16591.0
2157,Nuckolls,Nebraska,4318,105473124.0,464.0,11.0,24426.0
2158,Nueces,Texas,358484,9600157233.0,59324.0,17.0,26780.0
2159,Nye,Nevada,43296,1027835247.0,7481.0,17.0,23740.0
2160,O'Brien,Iowa,13944,446917620.0,1350.0,10.0,32051.0
2161,Oakland,Michigan,1241860,50843513387.0,112828.0,9.0,40941.0
2162,Obion,Tennessee,30659,672639070.0,7046.0,23.0,21939.0
2163,Ocean,New Jersey,589699,19644038019.0,64352.0,11.0,33312.0
2164,Oceana,Michigan,26317,583829393.0,4610.0,18.0,22184.0
2165,Ochiltree,Texas,10484,253261445.0,1362.0,13.0,24157.0
2166,Oconee,Georgia,35972,1389914960.0,2491.0,7.0,38639.0
2167,Oconee,South Carolina,75926,2034679942.0,14163.0,19.0,26798.0
2168,Oconto,Wisconsin,37465,1065403772.0,3396.0,9.0,28437.0
2169,Ogemaw,Michigan,20979,462126678.0,3934.0,19.0,22028.0
2170,Oglala Lakota,South Dakota,14291,133398100.0,7409.0,52.0,9334.0
2171,Ogle,Illinois,51619,1509294577.0,5756.0,11.0,29239.0
2172,Oglethorpe,Georgia,14654,320303862.0,2576.0,18.0,21858.0
2173,Ohio,Indiana,5911,163824657.0,297.0,5.0,27715.0
2174,Ohio,Kentucky,24062,514145534.0,5126.0,21.0,21368.0
2175,Ohio,West Virginia,42906,1277255131.0,5869.0,14.0,29769.0
2176,Okaloosa,Florida,197591,6080931344.0,22656.0,11.0,30775.0
2177,Okanogan,Washington,41377,941549513.0,9047.0,22.0,22755.0
2178,Okeechobee,Florida,40228,748659702.0,8958.0,22.0,18610.0
2179,Okfuskee,Oklahoma,12160,214694080.0,3109.0,26.0,17656.0
2180,Oklahoma,Oklahoma,774203,22550544747.0,131956.0,17.0,29127.0
2181,Okmulgee,Oklahoma,39121,838613944.0,7716.0,20.0,21436.0
2182,Oktibbeha,Mississippi,49392,1053109796.0,15211.0,31.0,21321.0
2183,Oldham,Kentucky,64633,2460135812.0,3575.0,6.0,38063.0
2184,Oldham,Texas,2083,53035263.0,231.0,11.0,25461.0
2185,Oliver,North Dakota,1822,70336488.0,56.0,3.0,38604.0
2186,Olmsted,Minnesota,151685,5757375980.0,13778.0,9.0,37956.0
2187,Oneida,Idaho,4284,91506240.0,540.0,13.0,21360.0
2188,Oneida,New York,232324,6338581534.0,40483.0,17.0,27283.0
2189,Oneida,Wisconsin,35352,1080019434.0,3178.0,9.0,30550.0
2190,Onondaga,New York,467669,14701401813.0,76819.0,16.0,31435.0
2191,Onslow,North Carolina,192685,4458896740.0,25731.0,13.0,23141.0
2192,Ontario,New York,109491,3688251684.0,10934.0,10.0,33685.0
2193,Ontonagon,Michigan,6072,139399119.0,939.0,15.0,22958.0
2194,Orange,California,3155816,118666900153.0,386205.0,12.0,37603.0
2195,Orange,Florida,1290216,35344541493.0,215956.0,17.0,27394.0
2196,Orange,Indiana,19623,445725215.0,2959.0,15.0,22714.0
2197,Orange,New York,378174,12334646718.0,45879.0,12.0,32616.0
2198,Orange,North Carolina,141812,5438254064.0,20800.0,15.0,38348.0
2199,Orange,Texas,83909,2344220317.0,11995.0,14.0,27938.0
2200,Orange,Vermont,28901,856927466.0,3320.0,11.0,29650.0
2201,Orange,Virginia,35265,1081202332.0,3131.0,9.0,30659.0
2202,Orangeburg,South Carolina,89116,1736760651.0,20808.0,23.0,19489.0
2203,Oregon,Missouri,10779,197352454.0,2729.0,25.0,18309.0
2204,Orleans,New York,41584,995074675.0,6502.0,16.0,23929.0
2205,Orleans,Vermont,26951,684345313.0,3822.0,14.0,25392.0
2206,Orleans Parish,Louisiana,388182,11364171932.0,98911.0,25.0,29275.0
2207,Orocovis Municipio,Puerto Rico,21906,160494641.0,12333.0,56.0,7327.0
2208,Osage,Kansas,15894,432453238.0,2037.0,13.0,27209.0
2209,Osage,Missouri,13610,340180940.0,942.0,7.0,24995.0
2210,Osage,Oklahoma,47350,1145644403.0,7510.0,16.0,24195.0
2211,Osborne,Kansas,3684,97843356.0,571.0,15.0,26559.0
2212,Osceola,Florida,325168,6557143824.0,57860.0,18.0,20165.0
2213,Osceola,Iowa,6149,164649052.0,700.0,11.0,26777.0
2214,Osceola,Michigan,23221,489731862.0,4822.0,21.0,21090.0
2215,Oscoda,Michigan,8304,185538282.0,1507.0,18.0,22343.0
2216,Oswego,New York,119833,3090602328.0,21932.0,18.0,25791.0
2217,Otero,Colorado,18325,373056163.0,4205.0,23.0,20358.0
2218,Otero,New Mexico,65130,1424769721.0,14352.0,22.0,21876.0
2219,Otoe,Nebraska,15875,453509701.0,1587.0,10.0,28568.0
2220,Otsego,Michigan,24247,630717103.0,3626.0,15.0,26012.0
2221,Otsego,New York,60750,1621276106.0,9183.0,15.0,26688.0
2222,Ottawa,Kansas,5957,171793890.0,579.0,10.0,28839.0
2223,Ottawa,Michigan,280243,8160873130.0,29965.0,11.0,29121.0
2224,Ottawa,Ohio,40769,1287236301.0,4274.0,10.0,31574.0
2225,Ottawa,Oklahoma,31725,615939207.0,6947.0,22.0,19415.0
2226,Otter Tail,Minnesota,57790,1729771460.0,5451.0,9.0,29932.0
2227,Ouachita,Arkansas,24378,482210231.0,6381.0,26.0,19781.0
2228,Ouachita Parish,Louisiana,156433,3525716625.0,39523.0,25.0,22538.0
2229,Ouray,Colorado,4653,165386232.0,484.0,10.0,35544.0
2230,Outagamie,Wisconsin,183288,5655911985.0,15933.0,9.0,30858.0
2231,Overton,Tennessee,21995,439049079.0,4302.0,20.0,19961.0
2232,Owen,Indiana,20957,507587459.0,3264.0,16.0,24220.0
2233,Owen,Kentucky,10686,243667522.0,1781.0,17.0,22803.0
2234,Owsley,Kentucky,4497,74572701.0,1491.0,33.0,16583.0
2235,Owyhee,Idaho,11384,226644301.0,2659.0,23.0,19909.0
2236,Oxford,Maine,57230,1308367326.0,8701.0,15.0,22862.0
2237,Ozark,Missouri,9328,166570580.0,2579.0,28.0,17857.0
2238,Ozaukee,Wisconsin,87817,4023751991.0,5154.0,6.0,45820.0
2239,Pacific,Washington,20940,482670632.0,3889.0,19.0,23050.0
2240,Page,Iowa,15393,396197967.0,2100.0,14.0,25739.0
2241,Page,Virginia,23694,570008601.0,4029.0,17.0,24057.0
2242,Palm Beach,Florida,1426772,51795733725.0,192273.0,13.0,36303.0
2243,Palo Alto,Iowa,9110,254184830.0,632.0,7.0,27902.0
2244,Palo Pinto,Texas,28109,698235802.0,5117.0,18.0,24840.0
2245,Pamlico,North Carolina,12803,325982482.0,1988.0,16.0,25461.0
2246,Panola,Mississippi,34229,691130770.0,7039.0,21.0,20191.0
2247,Panola,Texas,23574,617748866.0,3599.0,15.0,26205.0
2248,Park,Colorado,16900,580967061.0,1109.0,7.0,34377.0
2249,Park,Montana,16001,466926319.0,2152.0,13.0,29181.0
2250,Park,Wyoming,29276,953153213.0,2076.0,7.0,32557.0
2251,Parke,Indiana,17062,369159634.0,2413.0,14.0,21636.0
2252,Parker,Texas,125963,4202991990.0,11542.0,9.0,33367.0
2253,Parmer,Texas,9871,215942692.0,1706.0,17.0,21876.0
2254,Pasco,Florida,498136,13262383479.0,67450.0,14.0,26624.0
2255,Pasquotank,North Carolina,39546,937780852.0,7191.0,18.0,23714.0
2256,Passaic,New Jersey,510563,15007139480.0,86662.0,17.0,29393.0
2257,Patillas Municipio,Puerto Rico,17769,154217983.0,10183.0,57.0,8679.0
2258,Patrick,Virginia,17958,391213232.0,3619.0,20.0,21785.0
2259,Paulding,Georgia,152399,4059268575.0,14795.0,10.0,26636.0
2260,Paulding,Ohio,18951,460873987.0,2025.0,11.0,24319.0
2261,Pawnee,Kansas,6776,165364960.0,508.0,7.0,24405.0
2262,Pawnee,Nebraska,2704,73537984.0,554.0,20.0,27196.0
2263,Pawnee,Oklahoma,16448,377723735.0,2474.0,15.0,22965.0
2264,Payette,Idaho,22839,533550024.0,3553.0,16.0,23361.0
2265,Payne,Oklahoma,80634,1837274591.0,22992.0,29.0,22785.0
2266,Peach,Georgia,27027,605078211.0,5280.0,20.0,22388.0
2267,Pearl River,Mississippi,55049,1218570960.0,9855.0,18.0,22136.0
2268,Pecos,Texas,15804,301662413.0,1903.0,12.0,19088.0
2269,Pembina,North Dakota,7050,245508410.0,397.0,6.0,34824.0
2270,Pemiscot,Missouri,17344,327505116.0,4952.0,29.0,18883.0
2271,Pend Oreille,Washington,13066,341383818.0,2171.0,17.0,26128.0
2272,Pender,North Carolina,57630,1498210262.0,9060.0,16.0,25997.0
2273,Pendleton,Kentucky,14530,336969390.0,2198.0,15.0,23191.0
2274,Pendleton,West Virginia,7138,169148543.0,1330.0,19.0,23697.0
2275,Pennington,Minnesota,14197,405497286.0,1468.0,10.0,28562.0
2276,Pennington,South Dakota,108126,3125966922.0,15399.0,14.0,28910.0
2277,Penobscot,Maine,152284,4012222028.0,24948.0,16.0,26347.0
2278,Peoria,Illinois,186145,5525426182.0,29982.0,16.0,29683.0
2279,Pepin,Wisconsin,7282,203176858.0,956.0,13.0,27901.0
2280,Perkins,Nebraska,2904,89800392.0,139.0,5.0,30923.0
2281,Perkins,South Dakota,2964,89275680.0,356.0,12.0,30120.0
2282,Perquimans,North Carolina,13506,349102964.0,2551.0,19.0,25848.0
2283,Perry,Alabama,9680,130182765.0,4078.0,42.0,13449.0
2284,Perry,Arkansas,10320,224781721.0,1833.0,18.0,21781.0
2285,Perry,Illinois,21467,513687393.0,3161.0,15.0,23929.0
2286,Perry,Indiana,19229,442334126.0,2737.0,14.0,23003.0
2287,Perry,Kentucky,27329,543565948.0,7117.0,26.0,19890.0
2288,Perry,Mississippi,12047,232606579.0,2400.0,20.0,19308.0
2289,Perry,Missouri,19135,475433723.0,1551.0,8.0,24846.0
2290,Perry,Ohio,35983,775671931.0,6917.0,19.0,21557.0
2291,Perry,Pennsylvania,45878,1325874472.0,3838.0,8.0,28900.0
2292,Perry,Tennessee,7882,159246512.0,2313.0,29.0,20204.0
2293,Pershing,Nevada,6661,127897861.0,999.0,15.0,19201.0
2294,Person,North Carolina,39240,960484479.0,7160.0,18.0,24477.0
2295,Petersburg Borough,Alaska,3275,114769100.0,255.0,8.0,35044.0
2296,Petersburg city,Virginia,32037,704553437.0,8804.0,27.0,21992.0
2297,Petroleum,Montana,453,14291697.0,46.0,10.0,31549.0
2298,Pettis,Missouri,42309,943641489.0,7315.0,17.0,22304.0
2299,Peñuelas Municipio,Puerto Rico,21661,172929105.0,12415.0,57.0,7983.0
2300,Phelps,Missouri,44873,1063098259.0,9733.0,22.0,23691.0
2301,Phelps,Nebraska,9163,276412598.0,651.0,7.0,30166.0
2302,Philadelphia,Pennsylvania,1569657,38944167248.0,411161.0,26.0,24811.0
2303,Phillips,Arkansas,19518,337402657.0,6447.0,33.0,17287.0
2304,Phillips,Colorado,4327,120247264.0,353.0,8.0,27790.0
2305,Phillips,Kansas,5446,135035631.0,443.0,8.0,24795.0
2306,Phillips,Montana,4139,92585291.0,745.0,18.0,22369.0
2307,Piatt,Illinois,16433,553330330.0,890.0,5.0,33672.0
2308,Pickaway,Ohio,57075,1453143721.0,6409.0,11.0,25460.0
2309,Pickens,Alabama,20170,405197255.0,4628.0,23.0,20089.0
2310,Pickens,Georgia,30343,893907309.0,2983.0,10.0,29460.0
2311,Pickens,South Carolina,121449,2854188233.0,24759.0,20.0,23501.0
2312,Pickett,Tennessee,5071,108012300.0,953.0,19.0,21300.0
2313,Pierce,Georgia,19141,454679166.0,4023.0,21.0,23754.0
2314,Pierce,Nebraska,7175,206393797.0,488.0,7.0,28766.0
2315,Pierce,North Dakota,4272,113715389.0,755.0,18.0,26619.0
2316,Pierce,Washington,845193,26333656302.0,103770.0,12.0,31157.0
2317,Pierce,Wisconsin,41226,1282500186.0,4711.0,11.0,31109.0
2318,Pike,Alabama,33287,692635330.0,8977.0,27.0,20808.0
2319,Pike,Arkansas,10893,219825516.0,1891.0,17.0,20180.0
2320,Pike,Georgia,17919,451135872.0,2196.0,12.0,25176.0
2321,Pike,Illinois,15930,369862569.0,2360.0,15.0,23218.0
2322,Pike,Indiana,12471,319851830.0,1327.0,11.0,25648.0
2323,Pike,Kentucky,61586,1267158456.0,16355.0,27.0,20575.0
2324,Pike,Mississippi,39763,694654449.0,12832.0,32.0,17470.0
2325,Pike,Missouri,18517,387882592.0,2801.0,15.0,20947.0
2326,Pike,Ohio,28291,621913280.0,5675.0,20.0,21983.0
2327,Pike,Pennsylvania,55687,1734989032.0,5506.0,10.0,31156.0
2328,Pima,Arizona,1007257,27520870875.0,186535.0,19.0,27323.0
2329,Pinal,Arizona,405537,9304552976.0,65494.0,16.0,22944.0
2330,Pine,Minnesota,29057,698650042.0,4037.0,14.0,24044.0
2331,Pinellas,Florida,949842,30508855670.0,130396.0,14.0,32120.0
2332,Pipestone,Minnesota,9229,264925321.0,1088.0,12.0,28706.0
2333,Piscataquis,Maine,16960,397947551.0,3171.0,19.0,23464.0
2334,Pitkin,Colorado,17747,1167747189.0,1260.0,7.0,65800.0
2335,Pitt,North Carolina,176484,4493654443.0,42995.0,24.0,25462.0
2336,Pittsburg,Oklahoma,44673,1090362657.0,7624.0,17.0,24408.0
2337,Pittsylvania,Virginia,61970,1462324048.0,9086.0,15.0,23597.0
2338,Piute,Utah,1860,32466300.0,240.0,13.0,17455.0
2339,Placer,California,374985,14899732268.0,30801.0,8.0,39734.0
2340,Plaquemines Parish,Louisiana,23394,612383673.0,4511.0,19.0,26177.0
2341,Platte,Missouri,96899,3628201283.0,7029.0,7.0,37443.0
2342,Platte,Nebraska,32875,926632399.0,2823.0,9.0,28187.0
2343,Platte,Wyoming,8703,271898174.0,912.0,10.0,31242.0
2344,Pleasants,West Virginia,7527,185205999.0,1241.0,16.0,24606.0
2345,Plumas,California,18724,600207848.0,2488.0,13.0,32056.0
2346,Plymouth,Iowa,25027,767973273.0,2290.0,9.0,30686.0
2347,Plymouth,Massachusetts,509114,19981361902.0,41137.0,8.0,39247.0
2348,Pocahontas,Iowa,6972,192098164.0,918.0,13.0,27553.0
2349,Pocahontas,West Virginia,8574,199084524.0,1490.0,17.0,23220.0
2350,Poinsett,Arkansas,24098,442462815.0,5149.0,21.0,18361.0
2351,Pointe Coupee Parish,Louisiana,22271,604878027.0,3887.0,17.0,27160.0
2352,Polk,Arkansas,20212,378664013.0,5369.0,27.0,18735.0
