ID,County,State,TotalPop,poverty percentage,percapitalincome,cases,deaths,TotalCasesPer100K,TotalDeathsPer100K
1126,Hale,Texas,34527,19.0,19205.0,734236,18180.0,2126556.0286152866,52654.44434790164
1127,Halifax,North Carolina,52300,27.0,20406.0,445719,7668.0,852235.1816443595,14661.567877629062
1128,Halifax,Virginia,35030,19.0,21155.0,174828,4081.0,499080.7878960891,11650.014273479874
1129,Hall,Georgia,192865,16.0,26283.0,3080662,45828.0,1597315.220491017,23761.698597464547
1130,Hall,Nebraska,61233,14.0,26419.0,945525,18265.0,1544142.8641418843,29828.687145820062
1131,Hall,Texas,3102,22.0,20022.0,27235,935.0,877981.9471308833,30141.843971631206
1132,Hamblen,Tennessee,63465,20.0,21962.0,788004,12994.0,1241635.5471519735,20474.277160639722
1133,Hamilton,Florida,14238,26.0,16109.0,233960,2287.0,1643208.3157746873,16062.649248489955
1134,Hamilton,Illinois,8259,14.0,25945.0,66948,1187.0,810606.6109698511,14372.200024216007
1135,Hamilton,Indiana,309687,5.0,44443.0,2970596,50483.0,959225.2823011621,16301.297761933823
1136,Hamilton,Iowa,15201,9.0,27963.0,189061,2680.0,1243740.5433853036,17630.419051378198
1137,Hamilton,Kansas,2621,9.0,21694.0,25302,0.0,965356.7340709652,0.0
1138,Hamilton,Nebraska,9149,7.0,31989.0,93514,4017.0,1022122.6363536998,43906.43786206143
1139,Hamilton,New York,4646,10.0,24891.0,14527,205.0,312677.5721050366,4412.397761515282
1140,Hamilton,Ohio,808703,17.0,32638.0,6900636,93319.0,853296.6985407497,11539.341389855113
1141,Hamilton,Tennessee,354589,15.0,29711.0,4043782,38933.0,1140413.8312243188,10979.75402508256
1142,Hamilton,Texas,8220,16.0,26522.0,63432,2056.0,771678.8321167884,25012.165450121654
1143,Hamlin,South Dakota,5911,6.0,27061.0,69281,2720.0,1172069.0238538317,46015.902554559296
1144,Hampden,Massachusetts,469188,17.0,28072.0,4227853,246887.0,901099.9855068757,52620.058484019195
1145,Hampshire,Massachusetts,161197,18.0,32198.0,637979,43973.0,395775.9759797019,27279.043654658588
1146,Hampshire,West Virginia,23412,17.0,21771.0,105472,1677.0,450504.0150350248,7162.9933367503845
1147,Hampton,South Carolina,20066,19.0,17676.0,187614,6244.0,934984.5509817601,31117.312867537126
1148,Hampton city,Virginia,136255,16.0,27053.0,699810,7666.0,513603.1705258523,5626.215551722873
1149,Hancock,Georgia,8667,31.0,15454.0,124725,11361.0,1439079.26618207,131083.4198684666
1150,Hancock,Illinois,18264,11.0,26118.0,153662,2974.0,841338.1515549716,16283.399036355673
1151,Hancock,Indiana,72776,7.0,31428.0,655721,16603.0,901012.6964933495,22813.839727382656
1152,Hancock,Iowa,10971,9.0,29147.0,140654,2341.0,1282052.6843496491,21338.073101813872
1153,Hancock,Kentucky,8700,16.0,22438.0,62363,1322.0,716816.091954023,15195.402298850575
1154,Hancock,Maine,54468,12.0,31178.0,61242,1803.0,112436.66005728133,3310.200484688257
1155,Hancock,Mississippi,46277,17.0,24373.0,292941,8921.0,633016.4012360352,19277.39481816021
1156,Hancock,Ohio,75508,12.0,29608.0,517560,8804.0,685437.3046564603,11659.69168829793
1157,Hancock,Tennessee,6605,26.0,19396.0,43592,817.0,659984.8599545798,12369.417108251326
1158,Hancock,West Virginia,29921,13.0,25157.0,188744,4321.0,630807.7938571572,14441.362253935364
1159,Hand,South Dakota,3303,8.0,33110.0,36550,335.0,1106569.7850438997,10142.2948834393
1160,Hanover,Virginia,103218,6.0,37924.0,565760,13676.0,548121.4516847836,13249.627003042104
1161,Hansford,Texas,5532,19.0,21989.0,69528,1970.0,1256832.9718004337,35610.990600144614
1162,Hanson,South Dakota,3404,6.0,24805.0,35396,339.0,1039835.4876615746,9958.871915393654
1163,Haralson,Georgia,28722,18.0,23141.0,244427,5586.0,851009.6789917138,19448.506371422605
1164,Hardee,Florida,27326,25.0,18642.0,380952,3395.0,1394100.8563273074,12424.064993046915
1165,Hardeman,Tennessee,25784,21.0,16938.0,457641,7488.0,1774903.0406453614,29041.265901334158
1166,Hardeman,Texas,3990,14.0,21517.0,27436,847.0,687619.0476190477,21228.0701754386
1167,Hardin,Illinois,4161,17.0,20025.0,27308,607.0,656284.546983898,14587.839461667867
1168,Hardin,Iowa,17239,8.0,28445.0,180424,2662.0,1046603.6313011196,15441.730958872326
1169,Hardin,Kentucky,107699,14.0,26436.0,773623,6754.0,718319.575854929,6271.181719421722
1170,Hardin,Ohio,31576,17.0,21099.0,205452,4951.0,650658.7281479605,15679.630098809223
1171,Hardin,Tennessee,25813,22.0,23327.0,359963,5826.0,1394502.7699221321,22570.02285670011
1172,Hardin,Texas,55993,12.0,29693.0,476013,9054.0,850129.4804707731,16169.878377654348
1173,Harding,New Mexico,546,20.0,30782.0,958,0.0,175457.87545787546,0.0
1174,Harding,South Dakota,1281,13.0,30464.0,9979,59.0,779000.7806401249,4605.776736924277
1175,Hardy,West Virginia,13812,15.0,23446.0,88800,924.0,642919.2006950479,6689.834926151173
1176,Harford,Maryland,250132,7.0,37972.0,1277876,28526.0,510880.65501415246,11404.378488158252
1177,Harlan,Kentucky,27548,36.0,15457.0,205984,3994.0,747727.6027297807,14498.330187309424
1178,Harlan,Nebraska,3469,13.0,26375.0,19756,0.0,569501.2972038052,0.0
1179,Harmon,Oklahoma,2758,16.0,21620.0,25115,45.0,910623.6403190718,1631.6171138506163
1180,Harnett,North Carolina,128753,18.0,22351.0,884189,17816.0,686732.7363245905,13837.347479282036
1181,Harney,Oregon,7195,18.0,24398.0,16758,285.0,232911.74426685198,3961.084086170952
1182,Harper,Kansas,5746,17.0,25698.0,56022,1551.0,974973.8948833972,26992.6905673512
1183,Harper,Oklahoma,3843,13.0,23536.0,35273,343.0,917850.6375227687,8925.318761384335
1184,Harris,Georgia,33198,7.0,32373.0,261759,6222.0,788478.2215796133,18742.092897162478
1185,Harris,Texas,4525519,17.0,30856.0,40735391,638513.0,900126.3943428367,14109.166263582145
1186,Harrison,Indiana,39450,13.0,25993.0,349845,8726.0,886806.08365019,22119.1381495564
1187,Harrison,Iowa,14196,11.0,29332.0,176971,5759.0,1246625.8100873486,40567.765567765564
1188,Harrison,Kentucky,18630,16.0,22497.0,114613,307.0,615206.6559312936,1647.879763821793
1189,Harrison,Mississippi,200491,20.0,23127.0,1601072,24832.0,798575.4971544857,12385.59336828087
1190,Harrison,Missouri,8615,18.0,20948.0,75506,930.0,876448.055716773,10795.124782356355
1191,Harrison,Ohio,15397,16.0,22965.0,69643,1239.0,452315.3861141781,8047.022147171527
1192,Harrison,Texas,66606,18.0,25123.0,403376,12421.0,605615.1097498724,18648.470107798097
1193,Harrison,West Virginia,68438,15.0,27162.0,345888,4476.0,505403.4308425144,6540.226190128292
1194,Harrisonburg city,Virginia,53064,28.0,20133.0,748754,10496.0,1411039.4994723352,19779.888436604855
1195,Hart,Georgia,25535,19.0,21668.0,208242,4844.0,815515.9584883492,18970.04112003133
1196,Hart,Kentucky,18531,23.0,19715.0,154738,1349.0,835022.3949058334,7279.693486590038
1197,Hartford,Connecticut,897417,12.0,37817.0,7340579,459865.0,817967.455486134,51243.179034941386
1198,Hartley,Texas,5821,8.0,20676.0,46074,581.0,791513.4856553857,9981.102903281224
1199,Harvey,Kansas,34683,11.0,26587.0,305704,3667.0,881423.1756191794,10572.90315139982
1200,Haskell,Kansas,4081,13.0,24141.0,47653,158.0,1167679.4903209999,3871.6000980151925
1201,Haskell,Oklahoma,12746,19.0,20009.0,115006,1074.0,902290.9147967991,8426.172916993568
1202,Haskell,Texas,5806,19.0,21121.0,34836,1329.0,600000.0,22890.113675508095
1203,Hawaii,Hawaii,196325,17.0,26959.0,273128,5661.0,139120.3361772571,2883.484018846301
1204,Hawkins,Tennessee,56402,19.0,22141.0,444651,7869.0,788360.34183185,13951.63292081841
1205,Hayes,Nebraska,957,9.0,27183.0,5735,0.0,599268.5475444096,0.0
1206,Hays,Texas,194843,16.0,29253.0,1984404,21187.0,1018463.0702668302,10873.883075091228
1207,Haywood,North Carolina,59854,17.0,27166.0,294739,9096.0,492429.91278778366,15196.97931633642
1208,Haywood,Tennessee,17944,19.0,21453.0,316086,6081.0,1761513.597860009,33888.76504681231
1209,Heard,Georgia,11607,17.0,20946.0,84001,1896.0,723709.8302748341,16334.97027655725
1210,Hemphill,Texas,4152,9.0,29470.0,47537,156.0,1144918.1117533718,3757.2254335260113
1211,Hempstead,Arkansas,22154,25.0,18817.0,173276,1616.0,782143.179561253,7294.393788932021
1212,Henderson,Illinois,6927,11.0,27949.0,47492,980.0,685607.0448967807,14147.53861700592
1213,Henderson,Kentucky,46252,19.0,23958.0,404652,6514.0,874885.410360633,14083.71529879789
1214,Henderson,North Carolina,112156,12.0,28290.0,810045,20297.0,722248.4753379222,18097.114733050395
1215,Henderson,Tennessee,27889,20.0,21344.0,393494,6487.0,1410929.040123346,23260.06669296138
1216,Henderson,Texas,79687,18.0,24315.0,499493,11425.0,626818.6780779802,14337.344861771682
1217,Hendricks,Indiana,158170,5.0,33031.0,1541016,47456.0,974278.3081494594,30003.161155718528
1218,Hendry,Florida,39064,26.0,18426.0,612507,11232.0,1567957.7104239198,28752.81589186975
1219,Hennepin,Minnesota,1224763,12.0,41794.0,12097308,292902.0,987726.4417687341,23914.994166218283
1220,Henrico,Virginia,324073,10.0,36497.0,2079146,65643.0,641567.1777655034,20255.621418630988
1221,Henry,Alabama,17110,14.0,23983.0,190927,2417.0,1115879.6025715955,14126.241963763881
1222,Henry,Georgia,217506,11.0,26924.0,2066829,29316.0,950239.9933794929,13478.248875893078
1223,Henry,Illinois,49649,13.0,28443.0,425394,5900.0,856802.7553425044,11883.421619770792
1224,Henry,Indiana,48649,16.0,23293.0,520689,9472.0,1070297.4367407346,19470.081604966188
1225,Henry,Iowa,19865,13.0,26340.0,310772,2992.0,1564419.833878681,15061.666247168387
1226,Henry,Kentucky,15677,18.0,23932.0,105742,735.0,674504.0505198699,4688.397014734962
1227,Henry,Missouri,21834,21.0,24370.0,165445,2864.0,757740.2216726206,13117.156728038839
1228,Henry,Ohio,27463,9.0,27325.0,208885,5164.0,760605.1778756874,18803.48104722718
1229,Henry,Tennessee,32263,20.0,22952.0,286045,4970.0,886603.8496110096,15404.64308960729
1230,Henry,Virginia,51956,19.0,21472.0,401415,8145.0,772605.666333051,15676.726460851489
1231,Herkimer,New York,62943,15.0,24932.0,287963,5326.0,457498.0537947031,8461.624009024037
1232,Hernando,Florida,179144,14.0,23495.0,1109398,40836.0,619277.229491359,22795.069887911402
1233,Hertford,North Carolina,24262,23.0,18383.0,219831,7858.0,906071.222487841,32388.09661198582
1234,Hettinger,North Dakota,2601,9.0,32544.0,32729,416.0,1258323.721645521,15993.848519800078
1235,Hickman,Kentucky,4625,15.0,19764.0,31804,516.0,687654.0540540541,11156.756756756757
1236,Hickman,Tennessee,24502,20.0,20936.0,247654,3528.0,1010750.1428454821,14398.824585748103
1237,Hickory,Missouri,9352,23.0,19712.0,54290,1019.0,580517.5363558597,10896.06501283148
1238,Hidalgo,New Mexico,4446,26.0,18338.0,38268,815.0,860728.7449392712,18331.084120557804
1239,Hidalgo,Texas,839539,32.0,15883.0,8764901,385537.0,1044013.5598227121,45922.464590686075
1240,Highland,Ohio,43031,22.0,22079.0,243066,2568.0,564862.5409588435,5967.790662545606
1241,Highland,Virginia,2213,11.0,32648.0,6173,0.0,278942.6118391324,0.0
1242,Highlands,Florida,100177,19.0,23020.0,766365,30426.0,765010.9306527446,30372.241133194246
1243,Hill,Montana,16468,21.0,21780.0,192105,3980.0,1166535.0983726014,24168.08355598737
1244,Hill,Texas,35098,17.0,23342.0,295330,5346.0,841443.9569206223,15231.637130320816
1245,Hillsborough,Florida,1351087,16.0,29800.0,13123626,188292.0,971338.3372055241,13936.334225701232
1246,Hillsborough,New Hampshire,406371,9.0,37622.0,2500416,91729.0,615303.7495293709,22572.722955132132
1247,Hillsdale,Michigan,45909,17.0,23831.0,307939,10807.0,670759.546058507,23540.04661395369
1248,Hinds,Mississippi,243249,24.0,22397.0,2315695,47150.0,951985.4141229768,19383.430147708725
1249,Hinsdale,Colorado,820,12.0,29574.0,1941,0.0,236707.3170731707,0.0
1250,Hitchcock,Nebraska,2860,14.0,25290.0,18677,217.0,653041.958041958,7587.4125874125875
1251,Hocking,Ohio,28547,14.0,23192.0,155025,3710.0,543051.8092969488,12996.111675482538
1252,Hockley,Texas,23273,15.0,22673.0,227035,8654.0,975529.5836376918,37184.72049155674
1253,Hodgeman,Kansas,1875,8.0,28857.0,19221,362.0,1025120.0,19306.666666666668
1254,Hoke,North Carolina,52571,22.0,19654.0,430275,5686.0,818464.5527001579,10815.849042247626
1255,Holmes,Florida,19483,27.0,18402.0,252014,3435.0,1293507.160088282,17630.75501719448
1256,Holmes,Mississippi,18267,46.0,12394.0,311302,15378.0,1704176.9310779,84184.59517162095
1257,Holmes,Ohio,43808,12.0,21143.0,255066,7126.0,582236.1212563915,16266.435354273191
1258,Holt,Missouri,4499,12.0,25306.0,39938,790.0,887708.37963992,17559.457657257168
1259,Holt,Nebraska,10293,9.0,27858.0,77069,1316.0,748751.578742835,12785.388127853883
1260,Honolulu,Hawaii,990060,9.0,33776.0,2888744,36222.0,291774.63992081286,3658.5661475062116
1261,Hood,Texas,55418,12.0,32578.0,483535,10414.0,872523.3678588184,18791.728319318634
1262,Hood River,Oregon,22938,12.0,29595.0,106326,1415.0,463536.48966780014,6168.802859883163
1263,Hooker,Nebraska,684,17.0,27714.0,5951,194.0,870029.2397660819,28362.573099415207
1264,Hopewell city,Virginia,22353,21.0,22668.0,163073,2062.0,729535.1854337226,9224.712566545877
1265,Hopkins,Kentucky,45985,17.0,23289.0,376419,16725.0,818569.098619115,36370.555615961726
1266,Hopkins,Texas,35929,18.0,24236.0,241954,8800.0,673422.5834284283,24492.749589468116
1267,Horry,South Carolina,310186,17.0,25804.0,3498040,59361.0,1127723.3659804119,19137.227341014746
1268,Hot Spring,Arkansas,33480,16.0,20868.0,605869,8142.0,1809644.5639187575,24318.99641577061
1269,Hot Springs,Wyoming,4741,12.0,30939.0,29623,154.0,624825.9860788863,3248.259860788863
1270,Houghton,Michigan,36333,22.0,21462.0,253115,3117.0,696653.1803044064,8578.977788787053
1271,Houston,Alabama,104108,19.0,24781.0,1078371,14003.0,1035819.5335613018,13450.455296422946
1272,Houston,Georgia,150341,17.0,26305.0,1230869,24537.0,818718.1141538237,16320.897160455233
1273,Houston,Minnesota,18709,9.0,30150.0,129007,1015.0,689545.1387032978,5425.196429525897
1274,Houston,Tennessee,8188,17.0,20819.0,104403,2917.0,1275073.2779677578,35625.30532486566
1275,Houston,Texas,22849,24.0,17884.0,156353,3507.0,684288.1526543831,15348.592936233534
1276,Howard,Arkansas,13472,21.0,23627.0,168376,2826.0,1249821.8527315913,20976.840855106886
1277,Howard,Indiana,82457,16.0,26294.0,829124,23402.0,1005522.8785912658,28380.85305068096
1278,Howard,Iowa,9321,12.0,27905.0,93703,2070.0,1005289.1320673748,22207.917605407143
1279,Howard,Maryland,312495,5.0,51045.0,1882040,37037.0,602262.4361989792,11852.02963247412
1280,Howard,Missouri,10144,17.0,23431.0,78327,445.0,772151.0252365931,4386.829652996846
1281,Howard,Nebraska,6385,10.0,26734.0,57759,1915.0,904604.5418950665,29992.16914643696
1282,Howard,Texas,36491,14.0,22994.0,416050,7746.0,1140144.1451316762,21227.15190046861
1283,Howell,Missouri,40139,23.0,20273.0,292582,4123.0,728921.9960636786,10271.805475971
1284,Hubbard,Minnesota,20743,11.0,28073.0,153932,3486.0,742091.3079111025,16805.66938244227
1285,Hudson,New Jersey,679756,17.0,35910.0,8799451,455764.0,1294501.40932923,67048.17611025133
1286,Hudspeth,Texas,3702,36.0,12543.0,45052,980.0,1216963.8033495408,26472.1772015127
1287,Huerfano,Colorado,6498,15.0,25547.0,26771,1511.0,411988.3040935673,23253.308710372425
1288,Hughes,Oklahoma,13519,21.0,18004.0,112847,1438.0,834728.9000665729,10636.881426140986
1289,Hughes,South Dakota,17572,11.0,32000.0,241235,3044.0,1372837.468700205,17323.013885727294
1290,Humboldt,California,135490,21.0,25208.0,245713,2934.0,181351.39124658646,2165.4734666765075
1291,Humboldt,Iowa,9586,13.0,29587.0,119999,1825.0,1251815.1470895056,19038.180680158563
1292,Humboldt,Nevada,17088,9.0,29216.0,94019,1714.0,550204.8220973783,10030.430711610486
1293,Humphreys,Mississippi,8678,40.0,15696.0,121266,4518.0,1397395.713297995,52062.68725512791
1294,Humphreys,Tennessee,18281,18.0,23498.0,141226,1806.0,772528.8550954543,9879.109457907116
1295,Hunt,Texas,90322,19.0,23942.0,580765,13090.0,642993.954961139,14492.593166670356
1296,Hunterdon,New Jersey,125717,4.0,54200.0,666659,34952.0,530285.4824725376,27802.126999530694
1297,Huntingdon,Pennsylvania,45686,14.0,22908.0,365029,9484.0,798995.3158516833,20759.094689839338
1298,Huntington,Indiana,36520,12.0,24222.0,269130,4668.0,736938.6637458926,12782.037239868565
1299,Huron,Michigan,31750,14.0,26352.0,177237,4515.0,558226.7716535433,14220.47244094488
1300,Huron,Ohio,58497,14.0,24193.0,392140,5299.0,670359.1637177975,9058.584200899191
1301,Hutchinson,South Dakota,7277,13.0,29869.0,79556,1737.0,1093252.714030507,23869.7265356603
1302,Hutchinson,Texas,21704,16.0,25154.0,136935,4912.0,630920.5676373019,22631.772945079247
1303,Hyde,North Carolina,5507,20.0,19181.0,50988,865.0,925876.1576175776,15707.281641547122
1304,Hyde,South Dakota,1373,14.0,30277.0,15136,56.0,1102403.4959941735,4078.659868900219
1305,Ida,Iowa,6965,10.0,30192.0,80359,2417.0,1153754.4867193107,34702.081837760226
1306,Idaho,Idaho,16275,13.0,20741.0,118458,1387.0,727852.534562212,8522.273425499232
1307,Imperial,California,179957,23.0,17303.0,3782034,82444.0,2101632.0565468417,45813.16647865879
1308,Independence,Arkansas,37097,18.0,23056.0,394960,11662.0,1064668.302019031,31436.504299539043
1309,Indian River,Florida,147981,13.0,33122.0,1126534,29954.0,761269.3521465593,20241.787797082055
1310,Indiana,Pennsylvania,86551,20.0,25014.0,460558,12101.0,532123.2568081247,13981.35203521623
1311,Ingham,Michigan,286185,20.0,27398.0,1654204,26414.0,578019.1135104914,9229.69407900484
1312,Inyo,California,18195,10.0,30323.0,87648,3666.0,481714.756801319,20148.39241549876
1313,Ionia,Michigan,64147,13.0,22715.0,571044,5815.0,890211.5453567588,9065.116061546136
1314,Iosco,Michigan,25317,17.0,24099.0,135553,6949.0,535422.8384089742,27447.959868862818
1315,Iowa,Iowa,16231,10.0,29881.0,144012,2262.0,887265.1099747396,13936.294744624483
1316,Iowa,Wisconsin,23576,9.0,31717.0,193717,802.0,821670.3427214116,3401.7645062775705
1317,Iredell,North Carolina,169798,13.0,30393.0,1344102,13481.0,791588.8290792588,7939.433915593823
1318,Irion,Texas,1592,14.0,32307.0,7744,44.0,486432.1608040201,2763.819095477387
1319,Iron,Michigan,11291,14.0,23658.0,102191,4799.0,905065.9817553804,42502.87839872465
1320,Iron,Missouri,10286,21.0,19414.0,43262,134.0,420591.09469181416,1302.7415905113749
1321,Iron,Utah,48504,21.0,19791.0,418385,1818.0,862578.3440540986,3748.1444829292427
1322,Iron,Wisconsin,5748,15.0,26689.0,68244,2922.0,1187265.1356993737,50835.07306889352
1323,Iroquois,Illinois,28457,16.0,26480.0,279222,6855.0,981206.732965527,24088.976350282883
1324,Irwin,Georgia,9278,25.0,19428.0,101304,2418.0,1091873.248544945,26061.6512179349
1325,Isabella,Michigan,70572,30.0,22009.0,407895,6706.0,577984.1863628634,9502.352207674432
1326,Isanti,Minnesota,38584,7.0,30145.0,288656,3368.0,748123.5745386689,8729.006842214389
1327,Island,Washington,80323,10.0,33837.0,148153,4876.0,184446.54706622014,6070.490395030066
1328,Isle of Wight,Virginia,36090,10.0,33172.0,246498,5470.0,683009.1438071488,15156.55306178997
1329,Issaquena,Mississippi,1296,40.0,16348.0,24019,826.0,1853317.901234568,63734.56790123457
1330,Itasca,Minnesota,45237,13.0,27496.0,301005,5831.0,665395.5832614895,12889.89101841413
1331,Itawamba,Mississippi,23439,19.0,20859.0,316515,7954.0,1350377.5758351467,33934.89483339733
1332,Izard,Arkansas,13521,18.0,19737.0,160393,2035.0,1186251.0169366172,15050.661933288959
1333,Jack,Texas,8839,17.0,25553.0,55568,1055.0,628668.4014028737,11935.739337029076
1334,Jackson,Alabama,52326,19.0,20947.0,685641,5853.0,1310325.6507281277,11185.64384818255
1335,Jackson,Arkansas,17429,26.0,19458.0,301563,2349.0,1730236.9613861954,13477.537437603993
1336,Jackson,Colorado,1372,13.0,24299.0,4502,0.0,328134.11078717205,0.0
1337,Jackson,Florida,48571,21.0,18126.0,789305,19160.0,1625054.0445945112,39447.40688888432
1338,Jackson,Georgia,63851,13.0,25598.0,816666,11877.0,1279018.3395718157,18601.118228375435
